window_start_step,window_end_step,n_transactions,n_fraud,n_flagged,precision,recall,f1,average_precision,fraud_rate
263,430,405561,892,402401,0.0022166942925092134,1.0,0.004423582854153184,0.6542316098264161,0.002199422528300305
264,431,405981,898,402820,0.0022292835509656918,1.0,0.004448649800107996,0.6554175474395872,0.002211926173884985
265,432,405985,902,402824,0.002239191309355947,1.0,0.004468377067615165,0.6569735262090336,0.0022217569614640933
266,433,405991,908,402830,0.002254052578010575,1.0,0.004497966503029192,0.6594210668299532,0.0022365027796182675
267,434,405999,916,402838,0.002273866914243443,1.0,0.004537416347577981,0.6622952494894506,0.0022561631925201785
268,435,406003,920,402842,0.002283773787241648,1.0,0.004557140097384103,0.6646432191463457,0.0022659931084253074
269,436,406058,936,402897,0.0023231744093403523,1.0,0.004635579558877061,0.6688874385302143,0.002305089420723148
270,437,406074,952,402913,0.0023627929602668568,1.0,0.004714446659155906,0.6730340338350707,0.0023444002817220506
271,438,406086,964,402925,0.002392504808587206,1.0,0.004773588783056731,0.673547731845488,0.0023738813945814435
272,439,406207,976,403045,0.002421565830118225,1.0,0.004831432029523218,0.6743625513676802,0.0024027158566937547
273,440,406225,994,403063,0.002466115718882656,1.0,0.004920097906978471,0.6758547367206643,0.002446919810449874
274,441,406235,1004,403073,0.002490863937797868,1.0,0.0049693499011327046,0.6766669880185773,0.0024714758698782726
275,442,406623,1016,403461,0.002518211177784222,1.0,0.005023771438178191,0.6789250336997154,0.002498628951141475
276,443,406633,1026,403471,0.0025429336928800336,1.0,0.005072967166629172,0.6811009495437408,0.0025231597042050203
277,444,406653,1046,403491,0.002592375046779234,1.0,0.005171344030335915,0.6819892508286051,0.002572217590919039
278,445,406706,1052,403544,0.002606902840830244,1.0,0.0052002491374111455,0.6809182032755875,0.0025866350631660218
279,446,406718,1064,403556,0.0026365609729504702,1.0,0.005259255597844892,0.6832094411594537,0.0026160632182494997
280,447,406728,1074,403566,0.0026612747357309583,1.0,0.005308422301304864,0.6838705951907447,0.0026405853543400013
281,448,407786,1080,404624,0.0026691446874135,1.0,0.0053240786386133734,0.6848195476322126,0.0026484479604498437
282,449,408234,1086,405071,0.002681011477000328,1.0,0.005347685747137191,0.6852983303690465,0.0026602389805846648
283,450,408250,1102,405087,0.0027204032713960213,1.0,0.005426045510833627,0.6865542881123491,0.0026993263931414575
284,451,409888,1106,406722,0.002719302127743274,1.0,0.005423855154624008,0.6866743393293286,0.0026982980716683583
285,452,409980,1116,406814,0.002743268422424007,1.0,0.005471526977667737,0.6882880608145203,0.002722084004097761
286,453,410011,1124,406845,0.0027627229043001634,1.0,0.0055102225904419206,0.6911743723732274,0.0027413898651499594
287,454,410034,1130,406868,0.002777313526745775,1.0,0.005539242839425683,0.6922097390430111,0.0027558690254954467
288,455,410190,1140,407023,0.0028008245234298797,1.0,0.00558600363090236,0.6924886712377167,0.0027791998829810576
289,456,410208,1158,407041,0.0028449222559889546,1.0,0.005673703267278949,0.6949842926994075,0.0028229581090568685
290,457,410218,1168,407051,0.0028694193110936957,1.0,0.00572241860373966,0.6976377696000324,0.0028472665753331156
291,458,410315,1174,407148,0.002883472349121204,1.0,0.005750363683563462,0.6992114117329109,0.002861216382535369
292,459,410323,1182,407156,0.002903064181787816,1.0,0.005789321591426711,0.7007103411106039,0.002880657433290359
293,460,410365,1198,407198,0.0029420576721889595,1.0,0.005866854719438976,0.7023517155575351,0.002919352283942344
294,461,410423,1214,407256,0.0029809260023179523,1.0,0.005944132984062477,0.7059579139443878,0.0029579238980271573
295,462,410439,1230,407272,0.003020094678740498,1.0,0.0060220023402578204,0.7071742241630645,0.002996791240598481
296,463,410449,1240,407282,0.0030445735387274664,1.0,0.006070664492977123,0.7079465827728747,0.0030210817909167766
297,464,410465,1256,407298,0.0030837372145210633,1.0,0.006148514027521454,0.709678452297775,0.0030599442096159233
298,465,410477,1268,407310,0.0031131079521740197,1.0,0.006206893175844025,0.7111709853275557,0.003089089035439257
299,466,410826,1274,407659,0.003125160980132905,1.0,0.00623084955237166,0.710903480393911,0.0031010695525599645
300,467,410838,1286,407671,0.003154504490140334,1.0,0.00628916976601452,0.7111671799901468,0.003130187567849128
301,468,410850,1298,407683,0.003183846272716792,1.0,0.0063474831349133575,0.7110860167682227,0.0031593038821954487
302,469,413616,1306,410448,0.0031818890578100027,1.0,0.006343593504859698,0.7117330504937229,0.003157518084406793
303,470,413628,1318,410460,0.003211031525605418,1.0,0.006401507608468641,0.7112465868855372,0.0031864380554507917
304,471,414725,1320,411557,0.003207332155691678,1.0,0.00639415612882287,0.7106138307420996,0.0031828319971065164
305,472,414790,1328,411622,0.0032262609870220738,1.0,0.006431771400895992,0.7115056250178932,0.0032016200969165118
306,473,414800,1338,411632,0.0032504761534574572,1.0,0.0064798895803569265,0.7127741657491682,0.0032256509161041466
307,474,415961,1346,412792,0.0032607221070175777,1.0,0.006500248709367409,0.713607353463114,0.0032358802868538154
308,475,415975,1360,412806,0.0032945257578620465,1.0,0.0065674149978511035,0.7157860148226525,0.003269427249233728
309,476,417642,1368,414471,0.0033005928038391105,1.0,0.006579469458131633,0.7152278038754489,0.003275532633212177
310,477,417652,1378,414481,0.003324639730168572,1.0,0.006627246254139023,0.7142568082060234,0.003299397584591957
311,478,418189,1384,415017,0.00333480315264194,1.0,0.00664743840672813,0.7136331192270728,0.0033095083801821666
312,479,418344,1388,415172,0.0033431927008565126,1.0,0.0066641060111388515,0.7133714830519294,0.0033178436884477845
313,480,418350,1394,415178,0.0033575960190568863,1.0,0.006692720586117166,0.7144726708462518,0.0033321381618262222
314,481,418364,1408,415192,0.003391202142623172,1.0,0.006759481517042727,0.7174379245577147,0.003365490338556855
315,482,418380,1424,415208,0.0034296063659659736,1.0,0.006835768735958832,0.719991119384698,0.0034036043787943975
316,483,418462,1432,415290,0.003448192829107371,1.0,0.006872687307125614,0.7202735257506543,0.0034220550492039896
317,484,418468,1438,415296,0.0034625905378332564,1.0,0.006901284752384015,0.7218009847999124,0.0034363439976294484
318,485,418480,1450,415308,0.003491384707253412,1.0,0.006958474702345246,0.7234581841997014,0.0034649206652647676
319,486,418488,1458,415316,0.0035105798957901935,1.0,0.0069965976764385495,0.7231201264723788,0.0034839708665481447
320,487,418688,1472,415516,0.003542583197758931,1.0,0.007060155208303357,0.7240872565233367,0.003515744420666463
321,488,418696,1480,415524,0.003561767791992761,1.0,0.007098253254165428,0.7240595115879102,0.003534784187095172
322,489,418710,1494,415538,0.0035953390544306418,1.0,0.007164917800072896,0.7240403900258714,0.003568102027656373
323,490,420368,1504,417196,0.0036050201823603295,1.0,0.007184141390016718,0.7230744305082877,0.0035778175313059034
324,491,420380,1516,417208,0.003633679124081993,1.0,0.007241046608267021,0.7232976640837663,0.0036062610019506162
325,492,422594,1522,419420,0.0036288207524676937,1.0,0.007231400050363233,0.7228428445984315,0.003601565568843855
326,493,423387,1530,420212,0.0036410192950225126,1.0,0.0072556207349517,0.7230109089340802,0.0036137151117063113
327,494,423395,1538,420220,0.0036599876255294845,1.0,0.007293281929447693,0.7225990254760645,0.0036325417163641516
328,495,424885,1554,421710,0.0036849967987479548,1.0,0.0073429349058743475,0.7224285565952395,0.003657460253951069
329,496,425232,1560,422056,0.0036961919745247076,1.0,0.007365160900438133,0.7239130236280806,0.0036685856191443727
330,497,425252,1580,422076,0.0037434016622598775,1.0,0.0074588817342372115,0.7246077255907102,0.003715444019075748
331,498,425264,1592,422088,0.0037717253274198747,1.0,0.007515105740181269,0.7255597717866279,0.003743556943451597
332,499,425274,1602,422098,0.003795327151514577,1.0,0.007561954212886476,0.7251685860941244,0.003766983168498427
333,500,427874,1606,424696,0.0037815284344566466,1.0,0.007534564698265549,0.7234167909593797,0.0037534414336930968
334,501,427902,1634,424724,0.003847204302087944,1.0,0.007664920090628064,0.7251836797511201,0.0038186313688648335
335,502,428010,1646,424831,0.0038744818527838127,1.0,0.00771905636177332,0.7256481790559919,0.0038457045396135606
336,503,428448,1656,425268,0.0038940150681452635,1.0,0.007757821064170672,0.7243588165799734,0.003865113152587945
337,504,428458,1666,425278,0.003917437534977121,1.0,0.007804302203567681,0.725705995007156,0.0038883624532626304
338,505,428642,1674,425462,0.003934546445981075,1.0,0.007838252921786035,0.7258749979239304,0.003905356917894187
339,506,428650,1682,425470,0.003953275201541824,1.0,0.007875416713488407,0.7268959142829955,0.003923947276332673
340,507,428664,1696,425484,0.003986048829098156,1.0,0.00794044665012407,0.728309856307182,0.003956478733926805
341,508,428670,1702,425490,0.004000094009259912,1.0,0.007968314013371038,0.7290900630086226,0.003970420136701892
342,509,428756,1716,425576,0.004032182265917251,1.0,0.008031978132050213,0.731176304540556,0.004002276352983981
343,510,428766,1726,425586,0.004055584535205575,1.0,0.008078406410304415,0.7327614584839549,0.004025505753721144
344,511,428772,1732,425592,0.004069625368897912,1.0,0.008106261291198248,0.7334676750262085,0.004039442874068269
345,512,428784,1744,425604,0.0040977058486292425,1.0,0.008161966359968924,0.7342246932587861,0.0040673159446247996
346,513,428794,1754,425614,0.004121105038838008,1.0,0.008208382471312779,0.7343924543493786,0.004090542311692794
347,514,432404,1768,429223,0.0041190709724315796,1.0,0.008204347654591396,0.7324283403638726,0.004088768836551003
348,515,432410,1774,429229,0.00413299194602415,1.0,0.00823196126245061,0.7325831128849225,0.004102587821743253
349,516,432424,1788,429243,0.004165472704272405,1.0,0.008296387034807241,0.7340490186521891,0.00413483062919727
350,517,432965,1794,429784,0.004174189825586806,1.0,0.008313676786119774,0.733954829601542,0.00414352199369464
351,518,434498,1802,431316,0.004177911322557012,1.0,0.008321058002669019,0.7349565472264472,0.004147314832289217
352,519,434510,1814,431328,0.0042056161436308335,1.0,0.008376006021120095,0.735772390760439,0.004174817610641872
353,520,435824,1826,432642,0.00422057960161057,1.0,0.008405682351749726,0.735633070401787,0.004189764675648886
354,521,435838,1840,432656,0.004252801301727007,1.0,0.00846958314921196,0.7373661361497414,0.0042217521189065665
355,522,444507,1854,441297,0.004201252217894072,1.0,0.008367351083490729,0.7363542815558602,0.0041709129440031315
356,523,423973,1876,421096,0.004455041130763531,1.0,0.008870563536120594,0.7420015237551453,0.0044248100704526
357,524,410736,1874,408055,0.004592518165443384,1.0,0.009143046722725154,0.7442865734136571,0.004562541389116123
358,525,408104,1858,405506,0.004581929737167884,1.0,0.009122062823420823,0.742866735050141,0.004552761060906044
359,526,405163,1860,402641,0.004619499752881599,1.0,0.00919651620144326,0.7439313253143678,0.004590744959436079
360,527,403776,1854,401272,0.004620307422396778,1.0,0.009198116717850003,0.7441559396464723,0.004591654778887304
361,528,402994,1860,400490,0.004644310719368773,1.0,0.009245681620479682,0.7459385869299433,0.004615453331811392
362,529,402695,1852,400191,0.004627790230165096,1.0,0.009212944884004945,0.7441618672153699,0.004599014142216814
363,530,402705,1840,400201,0.004597689660945375,1.0,0.00915329531067727,0.7438951185709533,0.004569101451434673
364,531,402759,1840,400255,0.004597069368277723,1.0,0.009152066054041955,0.745148610973935,0.004568488848169749
365,532,402799,1840,400295,0.004596610000124908,1.0,0.009151155706416999,0.7448081710098405,0.0045680351738708385
366,533,402797,1838,400293,0.00459163662617133,1.0,0.009141299725711273,0.7456647701751634,0.004563092575168137
367,534,402885,1840,400381,0.0045956226694073895,1.0,0.009149199072151877,0.7452042422114968,0.004567060079178922
368,535,402877,1832,400373,0.004575733128857341,1.0,0.009109782324933802,0.747546825856478,0.004547293590847827
369,536,402883,1838,400379,0.004590650358785051,1.0,0.009139345179343488,0.74784050324415,0.004562118530690051
370,537,396985,1850,394483,0.004689682445124378,1.0,0.009335583966008382,0.7490383355716952,0.004660125697444488
371,538,387393,1842,384897,0.00478569591345217,1.0,0.009525804224554544,0.7512678278452143,0.004754861342357761
372,539,374713,1840,372225,0.0049432466921888645,1.0,0.009837862403592959,0.754856751159121,0.004910424778430425
373,540,363759,1838,361283,0.005087424539765226,1.0,0.010123347313980739,0.7581736137947316,0.005052795944567695
374,541,350888,1838,348429,0.005275106262681924,1.0,0.010494851070754596,0.760505669705509,0.005238138665329108
375,542,340454,1834,338003,0.005425987343307604,1.0,0.010793409781748309,0.7616078608937565,0.005386924518437146
376,543,328842,1830,326405,0.005606531762687459,1.0,0.011150547625938733,0.7660619742034557,0.005564982575218494
377,544,323918,1832,321491,0.005698448790168309,1.0,0.01133232092984415,0.7670372192618226,0.0056557523817756345
378,545,317300,1822,314991,0.005784292249619831,1.0,0.011502053261703275,0.7688336486077443,0.005742199810904507
379,546,303258,1828,301167,0.006069722114308672,1.0,0.01206620571296556,0.7751385243393053,0.006027870657987588
380,547,284590,1820,282781,0.0064360759739869365,1.0,0.012789835594393555,0.7824453042541475,0.006395164974173372
381,548,270753,1808,269116,0.006718292483538697,1.0,0.013346916478421993,0.7877791887597524,0.006677673008239983
382,549,265451,1816,263909,0.006881159793716773,1.0,0.013668266064540408,0.7895678902845698,0.006841187262432615
383,550,263130,1816,261663,0.006940224640090498,1.0,0.013784779811673796,0.7909120346221312,0.006901531562345608
384,551,261270,1820,259844,0.007004202521512908,1.0,0.013910969793322734,0.7921087814659624,0.006965973896735178
385,552,260640,1824,259214,0.0070366569706883115,1.0,0.013974976823297758,0.7937767379985888,0.006998158379373849
386,553,260376,1824,258950,0.007043830855377486,1.0,0.01398912468267542,0.7950202806924282,0.0070052539404553416
387,554,260264,1826,258838,0.007054605583415109,1.0,0.014010373507657367,0.7943964423948919,0.007015953032305659
388,555,260267,1804,258841,0.006969529556754919,1.0,0.01384258282338046,0.7923896722676309,0.0069313435817833224
389,556,260255,1792,258829,0.006923490026233536,1.0,0.013751769811335234,0.7910708505928005,0.006885554552266047
390,557,260265,1802,258839,0.006961856598116976,1.0,0.013827448482778995,0.7918725791425195,0.006923712370084337
391,558,260267,1804,258841,0.006969529556754919,1.0,0.01384258282338046,0.7926009984919158,0.0069313435817833224
392,559,260265,1802,258839,0.006961856598116976,1.0,0.013827448482778995,0.7911044177886832,0.006923712370084337
393,560,260265,1802,258839,0.006961856598116976,1.0,0.013827448482778995,0.7911907368248838,0.006923712370084337
394,561,251896,1814,250474,0.00724226865862325,1.0,0.01438039066463724,0.7927157784861623,0.007201384698446978
395,562,239110,1814,237696,0.007631596661281637,1.0,0.01514759300237986,0.7978698484043675,0.007586466479862825
396,563,230693,1824,229292,0.007954922108054359,1.0,0.015784281486353174,0.8023887433471163,0.007906611817437027
397,564,216613,1832,215226,0.008511982753013111,1.0,0.016880280846593997,0.807993328139869,0.008457479467991302
398,565,205185,1834,203811,0.00899853295455103,1.0,0.017836563009069027,0.8123939221616185,0.008938275215049833
399,566,193509,1814,192152,0.009440442982638745,1.0,0.018704309002608704,0.8170743617798978,0.009374240991375078
400,567,181713,1812,180374,0.010045793739674232,1.0,0.019891758971600452,0.8201835156679317,0.009971768668174539
401,568,167334,1810,166020,0.010902300927599085,1.0,0.02156944527200143,0.8269087189824055,0.01081668997334672
402,569,152095,1808,150995,0.011973906420742409,1.0,0.023664456849669183,0.8321946682808374,0.01188730727505835
403,570,133834,1806,133027,0.013576191299510626,1.0,0.02678869416240831,0.8422504632298925,0.013494328795373373
404,571,114712,1800,114230,0.015757681869911583,1.0,0.03102645867448074,0.850520539104329,0.015691470813864287
405,572,98581,1800,98283,0.018314459265590183,1.0,0.035970144779832736,0.8608891798536022,0.018259096580476968
406,573,93783,1798,93591,0.019211248944877177,1.0,0.037698267095786726,0.8613948218844656,0.019171918151477348
407,574,90755,1778,90626,0.019619093858274667,1.0,0.03848318254621012,0.8632569498226808,0.01959120709602777
408,575,88542,1780,88445,0.0201255017242354,1.0,0.03945691327237462,0.8635607219287829,0.0201034537281742
409,576,86634,1784,86537,0.02061545928331234,1.0,0.04039809331868978,0.8706953322569857,0.020592377126763164
410,577,86614,1776,86517,0.0205277575505392,1.0,0.040229689782881994,0.8705764529840729,0.020504768282263837
411,578,86651,1776,86554,0.020518982369387897,1.0,0.0402128382203102,0.8696130319588407,0.020496012740764676
412,579,86647,1772,86550,0.020473714615829,1.0,0.04012590294603836,0.8690089076076057,0.02045079460339077
413,580,86673,1774,86576,0.02049066715948993,1.0,0.04015846066779853,0.8693072341475154,0.020467735050130952
414,581,86602,1770,86505,0.020461245014739032,1.0,0.04010195412064571,0.8690720903180865,0.02043832705942126
415,582,86711,1770,86614,0.02043549541644538,1.0,0.040052498189717595,0.8695567354962734,0.020412635075134643
416,583,86711,1770,86614,0.02043549541644538,1.0,0.040052498189717595,0.8685895610225866,0.020412635075134643
417,584,86044,1770,85949,0.020593607837205784,1.0,0.04035613721086652,0.8683420763223887,0.020570870717307423
418,585,86805,1770,86708,0.020413341329519767,1.0,0.04000994597527069,0.8680208725589283,0.020390530499395196
419,586,87378,1776,87281,0.020348071172420115,1.0,0.03988456831018337,0.8671970764156862,0.020325482386870836
420,587,88075,1772,87976,0.02014185687005547,1.0,0.03948834514418149,0.8669159963167865,0.020119216576781153
421,588,89035,1772,88936,0.01992444004677521,1.0,0.0390704237773956,0.8677070148566379,0.019902285618015388
422,589,91898,1760,91798,0.019172530991960608,1.0,0.037623720045319484,0.8647474705742586,0.019151668153822715
423,590,94520,1758,94417,0.018619528262918753,1.0,0.036558357161424485,0.8636549812739558,0.01859923825645366
424,591,94304,1764,94201,0.01872591586076581,1.0,0.036763403324128585,0.8646306861528636,0.018705463182897862
425,592,96844,1760,96741,0.01819290683371063,1.0,0.03573567781037756,0.8638798569827636,0.01817355747387551
426,593,96820,1736,96717,0.017949274688007277,1.0,0.03526555818512386,0.8623006896188328,0.01793017971493493
427,594,97612,1744,97507,0.017885895371614346,1.0,0.03514322273830994,0.8628513481624148,0.017866655739048477
428,595,100142,1742,100032,0.017414427383237365,1.0,0.03423271169453888,0.8611261310767243,0.01739529867588025
429,596,102663,1744,102543,0.017007499292979532,1.0,0.033446162992511054,0.8592519962890275,0.01698761968771612
430,597,102677,1746,102556,0.017024844962752056,1.0,0.033479703169642,0.8596542471559049,0.017004781986228658
431,598,102909,1742,102788,0.01694750359964198,1.0,0.033330144456136995,0.8586616889156016,0.016927576791145576
432,599,102955,1742,102835,0.016939757864540283,1.0,0.0333151649024164,0.8588389040142286,0.01692001359817396
433,600,102969,1756,102849,0.017073573880154402,1.0,0.03357392094068161,0.860261386094577,0.017053676349192474
434,601,103142,1760,103022,0.017083729688804332,1.0,0.03359355614513943,0.8594550126483501,0.01706385371623587
435,602,103142,1760,103022,0.017083729688804332,1.0,0.03359355614513943,0.8593525320413801,0.01706385371623587
436,603,103150,1768,103030,0.01716005047073668,1.0,0.033741101929426136,0.8599380863814756,0.017140087251575377
437,604,103103,1760,102983,0.01709019935329132,1.0,0.03360606436706987,0.8592510348922199,0.017070308332444255
438,605,103103,1760,102983,0.01709019935329132,1.0,0.03360606436706987,0.8584977324880909,0.017070308332444255
439,606,103105,1762,102985,0.01710928776035345,1.0,0.0336429682950347,0.8582947574364239,0.017089374909073276
440,607,102992,1758,102873,0.017089032107550087,1.0,0.03360380766694383,0.8580265914214863,0.017069286934907564
441,608,103322,1756,103203,0.01701500925360697,1.0,0.03346068464829124,0.858441307498816,0.016995412400069684
442,609,103320,1754,103201,0.01699595934147925,1.0,0.03342384831594493,0.858389495416858,0.01697638404955478
443,610,103348,1754,103229,0.0169913493301301,1.0,0.03341493384643228,0.8579642682210217,0.016971784649920656
444,611,103352,1758,103233,0.017029438261021185,1.0,0.0334885847358345,0.8558915223303687,0.017009830482235467
445,612,104441,1750,104321,0.01677514594376971,1.0,0.03299676631690095,0.8543307552015903,0.016755871736195554
446,613,104432,1764,104312,0.016910806043408236,1.0,0.033259172668652665,0.856267415371003,0.016891374291404932
